total_words,french,english,arabic_script,tunisian_latin,technical_codes,tech_details,unknown,word_details,identified_tech_codes,average_confidence,ticket_id,title,confidence,confidence_bin,dominant_language
60,7,21,9,12,6,"{'ports': 4, 'it_abbreviation': 2}",5,"[{'word': 'React', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': '18', 'language': 'tech_ports', 'confidence': 100, 'is_technical': True}, {'word': '2', 'language': 'tunisian_latin', 'confidence': 100, 'is_technical': False}, {'word': 'Node', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'js', 'language': 'tech_it_abbreviation', 'confidence': 100, 'is_technical': True}, {'word': 'deployment', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'مشكلة', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'hey', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'everyone', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'deploying', 'language': 'english', 'confidence': 90, 'is_technical': False}, {'word': 'React', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': '18', 'language': 'tech_ports', 'confidence': 100, 'is_technical': True}, {'word': '2', 'language': 'tunisian_latin', 'confidence': 100, 'is_technical': False}, {'word': '0', 'language': 'unknown', 'confidence': 0, 'is_technical': False}, {'word': 'application', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'على', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'Node', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'js', 'language': 'tech_it_abbreviation', 'confidence': 100, 'is_technical': True}, {'word': 'v19', 'language': 'tunisian_latin', 'confidence': 130, 'is_technical': False}, {'word': '8', 'language': 'tunisian_latin', 'confidence': 100, 'is_technical': False}, {'word': '1', 'language': 'tunisian_latin', 'confidence': 60, 'is_technical': False, 'context_improved': True}, {'word': 'server', 'language': 'tunisian_latin', 'confidence': 90, 'is_technical': False}, {'word': 'بس', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'في', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'خطأ', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'strange', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'كل', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'marra', 'language': 'unknown', 'confidence': 24, 'is_technical': False}, {'word': 'build', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'ينتهي', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'successfully', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'ama', 'language': 'tunisian_latin', 'confidence': 90, 'is_technical': False}, {'word': 'when', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'users', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'access', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'site', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'shows', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'Cannot', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'GET', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'error', 'language': 'tunisian_latin', 'confidence': 90, 'is_technical': False}, {'word': 'nginx', 'language': 'unknown', 'confidence': 20, 'is_technical': False}, {'word': 'logs', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'تقول', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': '502', 'language': 'tech_ports', 'confidence': 100, 'is_technical': True}, {'word': 'Bad', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'Gateway', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'w', 'language': 'tunisian_latin', 'confidence': 90, 'is_technical': False}, {'word': 'backend', 'language': 'unknown', 'confidence': 15, 'is_technical': False}, {'word': 'service', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'runs', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'على', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'port', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': '3000', 'language': 'tech_ports', 'confidence': 100, 'is_technical': True}, {'word': 'tried', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'pm2', 'language': 'tunisian_latin', 'confidence': 130, 'is_technical': False}, {'word': 'restart', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'ama', 'language': 'tunisian_latin', 'confidence': 90, 'is_technical': False}, {'word': 'nefs', 'language': 'unknown', 'confidence': 22, 'is_technical': False}, {'word': 'l', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'mochkla', 'language': 'tunisian_latin', 'confidence': 100, 'is_technical': False}]","{'versions': ['v19.8.1', '18.2', '18.2.0'], 'ports': ['18', 'port 3000', '502']}",91.18,189,React 18.2 + Node.js deployment مشكلة,91.18,Bonne (85-95%),Anglais
50,46,3,0,1,0,{},0,"[{'word': 'Demande', 'language': 'french', 'confidence': 100, 'is_technical': False}, {'word': ""d'installation"", 'language': 'english', 'confidence': 90, 'is_technical': False}, {'word': 'logiciel', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'Bonjour', 'language': 'french', 'confidence': 100, 'is_technical': False}, {'word': 'Monsieur', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': ""j'aurais"", 'language': 'french', 'confidence': 100, 'is_technical': False}, {'word': 'besoin', 'language': 'french', 'confidence': 60, 'is_technical': False, 'context_improved': True}, {'word': 'que', 'language': 'french', 'confidence': 100, 'is_technical': False}, {'word': 'vous', 'language': 'french', 'confidence': 100, 'is_technical': False}, {'word': 'installiez', 'language': 'french', 'confidence': 60, 'is_technical': False, 'context_improved': True}, {'word': 'le', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'logiciel', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'de', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'comptabilité', 'language': 'french', 'confidence': 130, 'is_technical': False}, {'word': 'sur', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'mon', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'ordinateur', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'Ma', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'collègue', 'language': 'french', 'confidence': 93, 'is_technical': False}, {'word': ""m'a"", 'language': 'french', 'confidence': 60, 'is_technical': False, 'context_improved': True}, {'word': 'dit', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': ""qu'il"", 'language': 'french', 'confidence': 100, 'is_technical': False}, {'word': 'fallait', 'language': 'french', 'confidence': 60, 'is_technical': False, 'context_improved': True}, {'word': 'faire', 'language': 'french', 'confidence': 100, 'is_technical': False}, {'word': 'une', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'demande', 'language': 'french', 'confidence': 100, 'is_technical': False}, {'word': 'ici', 'language': 'french', 'confidence': 100, 'is_technical': False}, {'word': 'Je', 'language': 'french', 'confidence': 100, 'is_technical': False}, {'word': 'ne', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'suis', 'language': 'french', 'confidence': 100, 'is_technical': False}, {'word': 'pas', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'très', 'language': 'french', 'confidence': 100, 'is_technical': False}, {'word': 'douée', 'language': 'french', 'confidence': 84, 'is_technical': False}, {'word': 'avec', 'language': 'french', 'confidence': 100, 'is_technical': False}, {'word': ""l'informatique"", 'language': 'french', 'confidence': 86, 'is_technical': False}, {'word': 'donc', 'language': 'french', 'confidence': 100, 'is_technical': False}, {'word': 'si', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'vous', 'language': 'french', 'confidence': 100, 'is_technical': False}, {'word': 'pouviez', 'language': 'french', 'confidence': 60, 'is_technical': False, 'context_improved': True}, {'word': 'passer', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'quand', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'vous', 'language': 'french', 'confidence': 100, 'is_technical': False}, {'word': 'avez', 'language': 'french', 'confidence': 100, 'is_technical': False}, {'word': 'un', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'moment', 'language': 'tunisian_latin', 'confidence': 90, 'is_technical': False}, {'word': 'ce', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'serait', 'language': 'french', 'confidence': 100, 'is_technical': False}, {'word': 'parfait', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'Bonne', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'journée', 'language': 'french', 'confidence': 100, 'is_technical': False}]",{},91.86,58,Demande d'installation logiciel,91.86,Bonne (85-95%),Français
32,15,8,0,8,0,{},1,"[{'word': 'probleme', 'language': 'tunisian_latin', 'confidence': 100, 'is_technical': False}, {'word': 'de', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'login', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'intranet', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'salam', 'language': 'tunisian_latin', 'confidence': 100, 'is_technical': False}, {'word': 'kan', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': '7attit', 'language': 'tunisian_latin', 'confidence': 130, 'is_technical': False}, {'word': 'login', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'mot', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'de', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'passe', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'mte3i', 'language': 'tunisian_latin', 'confidence': 130, 'is_technical': False}, {'word': 'f', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'l', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'intranet', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'w', 'language': 'tunisian_latin', 'confidence': 90, 'is_technical': False}, {'word': 'ki', 'language': 'tunisian_latin', 'confidence': 100, 'is_technical': False}, {'word': 'nej3ed', 'language': 'tunisian_latin', 'confidence': 130, 'is_technical': False}, {'word': 'nokhrej', 'language': 'unknown', 'confidence': 17, 'is_technical': False}, {'word': 'erreur', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'authentification', 'language': 'english', 'confidence': 125, 'is_technical': False}, {'word': 'failed', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'alors', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'que', 'language': 'french', 'confidence': 100, 'is_technical': False}, {'word': ""c'est"", 'language': 'french', 'confidence': 100, 'is_technical': False}, {'word': 'correct', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'ken', 'language': 'tunisian_latin', 'confidence': 90, 'is_technical': False}, {'word': 'fama', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'problème', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'cote', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'serveur', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'merci', 'language': 'french', 'confidence': 100, 'is_technical': False}]",{},96.62,110,probleme de login intranet,96.62,Excellente (95-100%),Français
11,0,9,0,2,0,{},0,"[{'word': 'Mouse', 'language': 'tunisian_latin', 'confidence': 90, 'is_technical': False}, {'word': 'issue', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'My', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'mouse', 'language': 'tunisian_latin', 'confidence': 90, 'is_technical': False}, {'word': 'is', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'acting', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'weird', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'it', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'double', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'clicks', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'randomly', 'language': 'english', 'confidence': 100, 'is_technical': False}]",{},98.18,14,Mouse issue,98.18,Excellente (95-100%),Anglais
25,0,20,0,0,1,{'ports': 1},4,"[{'word': 'HP', 'language': 'unknown', 'confidence': 0, 'is_technical': False}, {'word': 'LaserJet', 'language': 'unknown', 'confidence': 26, 'is_technical': False}, {'word': 'issue', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'Hi', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'there', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'my', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'printer', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': ""isn't"", 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'working', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'properly', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'It', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'keeps', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'jamming', 'language': 'english', 'confidence': 90, 'is_technical': False}, {'word': 'paper', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'every', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'time', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'I', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'try', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'to', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'print', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'Model', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'is', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'HP', 'language': 'unknown', 'confidence': 0, 'is_technical': False}, {'word': 'LaserJet', 'language': 'unknown', 'confidence': 26, 'is_technical': False}, {'word': '400', 'language': 'tech_ports', 'confidence': 100, 'is_technical': True}]",{'ports': ['400']},85.68,53,HP LaserJet issue,85.68,Bonne (85-95%),Anglais
12,4,2,2,0,3,"{'it_abbreviation': 2, 'error_codes': 1}",1,"[{'word': 'Problème', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'PC', 'language': 'tech_it_abbreviation', 'confidence': 100, 'is_technical': True}, {'word': ""ج'ai"", 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'besoin', 'language': 'unknown', 'confidence': 25, 'is_technical': False}, {'word': 'de', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'version', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'E23', 'language': 'tech_error_codes', 'confidence': 100, 'is_technical': True}, {'word': 'in', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'my', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'mon', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'pc', 'language': 'tech_it_abbreviation', 'confidence': 100, 'is_technical': True}, {'word': 'ساعد', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}]",{'error_codes': ['E23']},90.42,1,Problème PC,90.42,Bonne (85-95%),Français
12,1,9,0,2,0,{},0,"[{'word': 'Boot', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'device', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'error', 'language': 'tunisian_latin', 'confidence': 90, 'is_technical': False}, {'word': 'Laptop', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'shows', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'No', 'language': 'tunisian_latin', 'confidence': 90, 'is_technical': False}, {'word': 'bootable', 'language': 'english', 'confidence': 50, 'is_technical': False}, {'word': 'device', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'found', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'need', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'urgent', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'fix', 'language': 'english', 'confidence': 100, 'is_technical': False}]",{},93.33,158,Boot device error,93.33,Bonne (85-95%),Anglais
14,0,0,14,0,0,{},0,"[{'word': 'لازم', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'نبد', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'ل', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'الDNS', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'سلام', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'لازم', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'نبد', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'ل', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'الDNS', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'في', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'الrouteur', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'خاطر', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'الinternet', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'توحل', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}]",{},100.0,108,لازم نبدّل الDNS,100.0,Excellente (95-100%),Arabe
10,0,0,9,0,0,{},1,"[{'word': 'مشكل', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'الكاميرا', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'فما', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'مشكل', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'في', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'الكاميرا', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'ما', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'تشتغلش', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'في', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'Teams', 'language': 'unknown', 'confidence': 24, 'is_technical': False}]",{},92.4,31,مشكل الكاميرا,92.4,Bonne (85-95%),Arabe
10,1,7,0,2,0,{},0,"[{'word': 'Printer', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'jammed', 'language': 'english', 'confidence': 70, 'is_technical': False}, {'word': 'Printer', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'ta3na', 'language': 'tunisian_latin', 'confidence': 100, 'is_technical': False}, {'word': 'fi', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'bureau', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': '3', 'language': 'tunisian_latin', 'confidence': 80, 'is_technical': False}, {'word': 'jammed', 'language': 'english', 'confidence': 70, 'is_technical': False}, {'word': 'please', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'check', 'language': 'english', 'confidence': 100, 'is_technical': False}]",{},91.0,150,Printer jammed,91.0,Bonne (85-95%),Anglais
12,0,12,0,0,0,{},0,"[{'word': 'Access', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'Denied', 'language': 'english', 'confidence': 70, 'is_technical': False}, {'word': 'I', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': ""can't"", 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'access', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'the', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'shared', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'drive', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'It', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'says', 'language': 'english', 'confidence': 60, 'is_technical': False, 'context_improved': True}, {'word': 'Access', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'Denied', 'language': 'english', 'confidence': 70, 'is_technical': False}]",{},91.67,13,Access Denied,91.67,Bonne (85-95%),Anglais
7,0,0,7,0,0,{},0,"[{'word': 'الجهاز', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'يسخن', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'الحاسوب', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'يسخن', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'برشة', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'ويطفى', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'وحدو', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}]",{},100.0,29,الجهاز يسخن,100.0,Excellente (95-100%),Arabe
9,1,0,8,0,0,{},0,"[{'word': 'مشاركة', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'الفايلات', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'نحب', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'نعمل', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'partage', 'language': 'french', 'confidence': 100, 'is_technical': False}, {'word': 'للفايلات', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'بين', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'زوز', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'حواسيب', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}]",{},100.0,30,مشاركة الفايلات,100.0,Excellente (95-100%),Arabe
10,1,7,0,2,0,{},0,"[{'word': 'Printer', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'jammed', 'language': 'english', 'confidence': 70, 'is_technical': False}, {'word': 'Printer', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'ta3na', 'language': 'tunisian_latin', 'confidence': 100, 'is_technical': False}, {'word': 'fi', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'bureau', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': '3', 'language': 'tunisian_latin', 'confidence': 80, 'is_technical': False}, {'word': 'jammed', 'language': 'english', 'confidence': 70, 'is_technical': False}, {'word': 'please', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'check', 'language': 'english', 'confidence': 100, 'is_technical': False}]",{},91.0,36,Printer jammed,91.0,Bonne (85-95%),Anglais
9,4,0,1,1,3,"{'it_abbreviation': 2, 'ports': 1}",0,"[{'word': 'مشكل', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'Outlook', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'SMTP', 'language': 'tech_it_abbreviation', 'confidence': 100, 'is_technical': True}, {'word': 'Outlook', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'ma', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'yeb3athch', 'language': 'tunisian_latin', 'confidence': 140, 'is_technical': False}, {'word': 'erreur', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'SMTP', 'language': 'tech_it_abbreviation', 'confidence': 100, 'is_technical': True}, {'word': '550', 'language': 'tech_ports', 'confidence': 100, 'is_technical': True}]",{'ports': ['550']},100.0,159,مشكل Outlook SMTP,100.0,Excellente (95-100%),Français
34,5,13,0,11,2,{'ports': 2},3,"[{'word': 'MySQL', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': '8', 'language': 'tunisian_latin', 'confidence': 100, 'is_technical': False}, {'word': '0', 'language': 'tunisian_latin', 'confidence': 60, 'is_technical': False, 'context_improved': True}, {'word': 'slow', 'language': 'tunisian_latin', 'confidence': 90, 'is_technical': False}, {'word': 'queries', 'language': 'french', 'confidence': 60, 'is_technical': False, 'context_improved': True}, {'word': 'bonsoir', 'language': 'french', 'confidence': 100, 'is_technical': False}, {'word': 'team', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'MySQL', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': '8', 'language': 'tunisian_latin', 'confidence': 100, 'is_technical': False}, {'word': '0', 'language': 'unknown', 'confidence': 0, 'is_technical': False}, {'word': '28', 'language': 'tech_ports', 'confidence': 100, 'is_technical': True}, {'word': '3ammel', 'language': 'tunisian_latin', 'confidence': 130, 'is_technical': False}, {'word': 'slow', 'language': 'tunisian_latin', 'confidence': 90, 'is_technical': False}, {'word': 'queries', 'language': 'french', 'confidence': 40, 'is_technical': False}, {'word': 'barch', 'language': 'unknown', 'confidence': 15, 'is_technical': False}, {'word': 'kol', 'language': 'tunisian_latin', 'confidence': 90, 'is_technical': False}, {'word': 'query', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 't5od', 'language': 'tunisian_latin', 'confidence': 130, 'is_technical': False}, {'word': 'more', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'than', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': '15', 'language': 'tech_ports', 'confidence': 100, 'is_technical': True}, {'word': 'seconds', 'language': 'french', 'confidence': 100, 'is_technical': False}, {'word': 'database', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'size', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': '4', 'language': 'unknown', 'confidence': 0, 'is_technical': False}, {'word': '2', 'language': 'tunisian_latin', 'confidence': 100, 'is_technical': False}, {'word': 'GB', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'lezem', 'language': 'english', 'confidence': 60, 'is_technical': False, 'context_improved': True}, {'word': 'optimization', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'walla', 'language': 'tunisian_latin', 'confidence': 100, 'is_technical': False}, {'word': 'server', 'language': 'tunisian_latin', 'confidence': 90, 'is_technical': False}, {'word': 'upgrade', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'urgent', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'plz', 'language': 'english', 'confidence': 100, 'is_technical': False}]","{'versions': ['8.0', '4.2', '8.0.28'], 'ports': ['15', '28']}",86.62,183,MySQL 8.0 slow queries,86.62,Bonne (85-95%),Anglais
