ticket_id,word,language,confidence,is_technical,context_improved
88,يتصل,arabic_script,100,False,False
88,بالسرفور,arabic_script,100,False,False
89,اللوجيسيال,arabic_script,100,False,False
89,متاع,arabic_script,100,False,False
89,المحاسبة,arabic_script,100,False,False
89,يوقف,arabic_script,100,False,False
89,هاو,arabic_script,100,False,False
89,المشكل,arabic_script,100,False,False
89,اللوجيسيال,arabic_script,100,False,False
89,متاع,arabic_script,100,False,False
89,المحاسبة,arabic_script,100,False,False
89,يوقف,arabic_script,100,False,False
89,فجأة,arabic_script,100,False,False
89,ديما,arabic_script,100,False,False
89,في,arabic_script,100,False,False
89,نفس,arabic_script,100,False,False
89,البلاصة,arabic_script,100,False,False
96,email,french,90,False,False
96,ma,french,90,False,False
96,yetb3atch,tunisian_latin,140,False,False
96,bonsoir,french,100,False,False
96,l'email,french,100,False,False
96,ma,french,90,False,False
96,yetb3atch,tunisian_latin,140,False,False
96,kol,tunisian_latin,90,False,False
96,marra,tunisian_latin,60,False,True
96,nekteb,tunisian_latin,100,False,False
96,message,tunisian_latin,90,False,False
96,w,tunisian_latin,90,False,False
96,neclicki,unknown,18,False,False
96,envoyer,french,100,False,False
96,ya3tini,tunisian_latin,130,False,False
96,erreur,french,90,False,False
96,urgent,french,90,False,False
96,car,french,90,False,False
96,3andi,tunisian_latin,100,False,False
96,rdv,unknown,10,False,False
96,demain,french,90,False,False
96,w,tunisian_latin,90,False,False
96,lezem,tunisian_latin,60,False,True
96,neb3ath,tunisian_latin,130,False,False
96,documents,french,90,False,False
97,y'a,unknown,10,False,False
97,un,french,90,False,False
97,bruit,english,100,False,False
97,bizarre,english,100,False,False
97,dans,french,100,False,False
97,le,french,90,False,False
97,PC,tech_it_abbreviation,100,True,False
97,salam,tunisian_latin,100,False,False
97,3andi,tunisian_latin,100,False,False
97,laptop,english,100,False,False
97,jdid,unknown,7,False,False
97,w,tunisian_latin,90,False,False
97,fama,english,100,False,False
97,bruit,english,100,False,False
97,ghal3ed,tunisian_latin,130,False,False
97,s3ir,tunisian_latin,130,False,False
97,mel,tunisian_latin,90,False,False
97,we7ed,tunisian_latin,130,False,False
97,yetla3,tunisian_latin,130,False,False
97,mel,tunisian_latin,90,False,False
97,PC,tech_it_abbreviation,100,True,False
97,ye5i,tunisian_latin,130,False,False
97,yji,tunisian_latin,100,False,False
97,menou,unknown,24,False,False
97,c'est,french,100,False,False
97,un,french,90,False,False
97,Dell,english,100,False,False
97,Inspiron,unknown,26,False,False
97,merciii,unknown,21,False,False
106,Docker,english,100,False,False
106,container,english,100,False,False
106,unreachable,english,100,False,False
106,Hello,english,100,False,False
106,IT,english,100,False,False
106,I,english,100,False,False
106,deployed,english,70,False,False
106,a,french,90,False,False
106,container,english,100,False,False
106,with,english,100,False,False
106,Docker,english,100,False,False
106,but,english,100,False,False
106,the,english,100,False,False
106,service,english,100,False,False
106,is,english,100,False,False
106,unreachable,english,100,False,False
106,on,french,90,False,False
106,port,french,90,False,False
106,8080,tech_ports,100,True,False
3,Mot,french,90,False,False
3,de,french,90,False,False
3,passe,french,90,False,False
3,oublié,french,85,False,False
3,J'ai,french,100,False,False
3,oublié,french,85,False,False
3,mon,french,90,False,False
3,mot,french,90,False,False
3,de,french,90,False,False
3,passe,french,90,False,False
3,Windows,french,90,False,False
3,pouvez,french,100,False,False
3,vous,french,100,False,False
3,le,french,90,False,False
3,réinitialiser,french,90,False,False
7,Problème,french,90,False,False
7,clavier,french,90,False,False
7,Le,french,90,False,False
7,clavier,french,90,False,False
7,de,french,90,False,False
7,mon,french,90,False,False
7,portable,tunisian_latin,90,False,False
7,ne,french,90,False,False
7,fonctionne,french,100,False,False
7,plus,french,90,False,False
7,correctement,french,72,False,False
7,certaines,french,100,False,False
7,touches,french,90,False,False
7,ne,french,90,False,False
7,répondent,french,100,False,False
7,pas,french,90,False,False
34,Password,french,90,False,False
34,reset,english,100,False,False
34,N7eb,tunisian_latin,100,False,False
34,na3mel,tunisian_latin,100,False,False
34,reset,english,100,False,False
34,l,french,90,False,False
34,mot,french,90,False,False
34,de,french,90,False,False
34,passe,french,90,False,False
34,Windows,french,90,False,False
39,BOOTMGR,unknown,17,False,False
39,missing,english,100,False,False
39,Mon,french,90,False,False
39,PC,tech_it_abbreviation,100,True,False
39,affiche,french,100,False,False
39,BOOTMGR,unknown,17,False,False
39,is,english,100,False,False
39,missing,english,100,False,False
39,je,french,100,False,False
39,ne,french,90,False,False
39,peux,french,100,False,False
39,pas,french,90,False,False
39,démarrer,french,100,False,False
153,BOOTMGR,unknown,17,False,False
153,missing,english,100,False,False
153,Mon,french,90,False,False
153,PC,tech_it_abbreviation,100,True,False
153,affiche,french,100,False,False
153,BOOTMGR,unknown,17,False,False
153,is,english,100,False,False
153,missing,english,100,False,False
153,je,french,100,False,False
153,ne,french,90,False,False
153,peux,french,100,False,False
153,pas,french,90,False,False
153,démarrer,french,100,False,False
178,خطأ,arabic_script,100,False,False
178,في,arabic_script,100,False,False
178,Windows,french,90,False,False
178,Server,tunisian_latin,90,False,False
178,2022,tech_ports,100,True,False
178,أهلا,arabic_script,100,False,False
178,وسهلا,arabic_script,100,False,False
178,Windows,french,90,False,False
178,Server,tunisian_latin,90,False,False
178,2022,tech_ports,100,True,False
178,يعطي,arabic_script,100,False,False
178,Event,english,100,False,False
178,ID,english,100,False,False
178,4625,tech_ports,100,True,False
178,كثير,arabic_script,100,False,False
178,في,arabic_script,100,False,False
178,Security,english,100,False,False
178,Log,english,100,False,False
178,محاولات,arabic_script,100,False,False
178,دخول,arabic_script,100,False,False
178,فاشلة,arabic_script,100,False,False
178,من,arabic_script,100,False,False
178,IP,tech_it_abbreviation,100,True,False
178,203,tech_ports,100,True,False
178,45,tech_ports,100,True,False
178,67,tech_ports,100,True,False
178,89,tech_ports,100,True,False
178,هل,arabic_script,100,False,False
178,هذا,arabic_script,100,False,False
178,هجوم,arabic_script,100,False,False
178,محتاجة,arabic_script,100,False,False
178,نحجب,arabic_script,100,False,False
178,هذا,arabic_script,100,False,False
178,IP,tech_it_abbreviation,100,True,False
192,Fortinet,unknown,26,False,False
192,FortiGate,unknown,23,False,False
192,مشاكل,arabic_script,100,False,False
192,bandwidth,english,55,False,False
192,WiFi,french,90,False,False
192,issues,english,100,False,False
192,kifkom,tunisian_latin,100,False,False
192,team,english,100,False,False
192,Multiple,english,100,False,False
192,issues,english,100,False,False
192,today,english,100,False,False
192,Fortinet,unknown,26,False,False
192,FortiGate,unknown,23,False,False
192,200E,tunisian_latin,130,False,False
192,firmware,french,90,False,False
192,7,tunisian_latin,100,False,False
192,2,tunisian_latin,100,False,False
192,3,tunisian_latin,80,False,False
192,shows,english,100,False,False
192,bandwidth,english,55,False,False
192,utilization,english,100,False,False
192,95,tech_ports,100,True,False
192,constantly,english,100,False,False
192,but,english,100,False,False
192,actual,english,100,False,False
192,traffic,english,100,False,False
192,monitoring,english,90,False,False
192,tools,english,100,False,False
192,show,english,100,False,False
192,only,english,100,False,False
192,30,tech_ports,100,True,False
192,suspicious,english,100,False,False
192,Also,english,100,False,False
192,WiFi,french,90,False,False
192,infrastructure,english,100,False,False
192,Ubiquiti,french,37,False,False
192,UniFi,unknown,24,False,False
192,6,tunisian_latin,100,False,False
192,Enterprise,english,100,False,False
192,dropping,english,100,False,False
192,connections,english,100,False,False
192,randomly,english,100,False,False
192,users,french,90,False,False
192,complain,english,100,False,False
192,internet,french,90,False,False
192,bati2,tunisian_latin,130,False,False
192,kol,tunisian_latin,90,False,False
192,dqiqa,unknown,12,False,False
192,tried,english,100,False,False
192,channel,english,100,False,False
192,optimization,english,100,False,False
192,ama,tunisian_latin,90,False,False
192,المشكلة,arabic_script,100,False,False
192,persist,english,100,False,False
15,Wi,english,100,False,False
15,Fi,english,100,False,False
15,disconnecting,english,100,False,False
15,The,english,100,False,False
15,Wi,english,100,False,False
15,Fi,english,100,False,False
15,keeps,english,100,False,False
15,disconnecting,english,100,False,False
15,every,english,100,False,False
15,few,english,100,False,False
15,minutes,unknown,25,False,False
24,كلمة,arabic_script,100,False,False
24,السر,arabic_script,100,False,False
24,الويفي,arabic_script,100,False,False
24,نحب,arabic_script,100,False,False
24,نبدل,arabic_script,100,False,False
24,كلمة,arabic_script,100,False,False
24,السر,arabic_script,100,False,False
24,متاع,arabic_script,100,False,False
24,الويفي,arabic_script,100,False,False
24,كيفاش,arabic_script,100,False,False
24,نعمل,arabic_script,100,False,False
45,مشكل,arabic_script,100,False,False
45,Outlook,french,90,False,False
45,SMTP,tech_it_abbreviation,100,True,False
45,Outlook,french,90,False,False
45,ma,french,90,False,False
45,yeb3athch,tunisian_latin,140,False,False
45,erreur,french,90,False,False
45,SMTP,tech_it_abbreviation,100,True,False
45,550,tech_ports,100,True,False
141,برنامج,arabic_script,100,False,False
141,جديد,arabic_script,100,False,False
141,نحب,arabic_script,100,False,False
141,نركب,arabic_script,100,False,False
141,برنامج,arabic_script,100,False,False
141,جديد,arabic_script,100,False,False
141,يلزمني,arabic_script,100,False,False
141,صلاحيات,arabic_script,100,False,False
141,administrateur,french,100,False,False
151,Erreur,french,90,False,False
151,Visual,english,100,False,False
151,Studio,english,100,False,False
151,Bonjour,french,100,False,False
151,j'ai,french,100,False,False
151,une,french,90,False,False
151,erreur,french,90,False,False
151,0x80070005,tech_error_codes,100,True,False
151,quand,french,90,False,False
151,j'essaie,unknown,22,False,False
151,d'installer,english,90,False,False
151,Visual,english,100,False,False
151,Studio,english,100,False,False
160,Blue,english,100,False,False
160,screen,english,100,False,False
160,PC,tech_it_abbreviation,100,True,False
160,y3tini,tunisian_latin,130,False,False
160,blue,english,100,False,False
160,screen,english,100,False,False
160,KERNEL_SECURITY_CHECK_FAILURE,english,70,False,False
168,مشكل,arabic_script,100,False,False
168,الويفي,arabic_script,100,False,False
168,سلام,arabic_script,100,False,False
168,الويفي,arabic_script,100,False,False
168,عندي,arabic_script,100,False,False
168,ما,arabic_script,100,False,False
168,يخدمش,arabic_script,100,False,False
168,كيف,arabic_script,100,False,False
168,كيف,arabic_script,100,False,False
168,يقطع,arabic_script,100,False,False
168,كل,arabic_script,100,False,False
168,شوية,arabic_script,100,False,False
168,شنوة,arabic_script,100,False,False
168,الحل,arabic_script,100,False,False
190,Multi,unknown,24,False,False
190,site,french,90,False,False
190,VPN,tech_it_abbreviation,100,True,False
190,failure,english,100,False,False
190,Cisco,english,100,False,False
190,ASA,english,100,False,False
190,pfSense,unknown,21,False,False
190,Urgent,french,90,False,False
190,situation,english,100,False,False
190,Our,english,100,False,False
190,main,english,100,False,False
190,VPN,tech_it_abbreviation,100,True,False
190,tunnel,english,100,False,False
190,between,english,100,False,False
190,headquarters,english,100,False,False
190,Cisco,english,100,False,False
190,ASA,english,100,False,False
190,5516,tech_ports,100,True,False
190,X,english,100,False,False
190,firmware,french,90,False,False
190,9,tunisian_latin,100,False,False
190,16,tech_ports,100,True,False
190,4,unknown,0,False,False
190,and,english,100,False,False
190,branch,english,100,False,False
190,office,english,100,False,False
190,pfSense,unknown,21,False,False
190,2,tunisian_latin,100,False,False
190,6,tunisian_latin,100,False,False
190,0,unknown,0,False,False
190,est,french,100,False,False
190,complètement,french,100,False,False
190,down,english,100,False,False
190,depuis,french,100,False,False
190,ce,french,90,False,False
190,matin,french,90,False,False
190,Site,french,90,False,False
190,to,english,100,False,False
190,site,french,90,False,False
190,traffic,english,100,False,False
190,blocked,english,100,False,False
190,و,arabic_script,100,False,False
190,الموظفين,arabic_script,100,False,False
190,can't,english,100,False,False
190,access,english,100,False,False
190,shared,english,100,False,False
190,resources,unknown,26,False,False
190,IPSec,unknown,18,False,False
190,Phase,english,100,False,False
190,1,english,60,False,True
190,successful,english,100,False,False
190,but,english,100,False,False
190,Phase,english,100,False,False
190,2,tunisian_latin,100,False,False
190,fails,french,39,False,False
190,with,english,100,False,False
190,error,tunisian_latin,90,False,False
190,No,tunisian_latin,90,False,False
190,proposal,english,100,False,False
190,chosen,english,100,False,False
190,tried,english,100,False,False
190,rebooting,english,100,False,False
190,both,english,100,False,False
190,firewalls,french,100,False,False
190,بس,arabic_script,100,False,False
190,المشكلة,arabic_script,100,False,False
190,باقية,arabic_script,100,False,False
17,Excel,english,100,False,False
17,corruption,english,100,False,False
17,My,english,100,False,False
17,Excel,english,100,False,False
17,file,english,100,False,False
17,got,english,100,False,False
17,corrupted,english,100,False,False
17,can,english,100,False,False
17,you,english,100,False,False
17,recover,english,100,False,False
17,it,english,100,False,False
55,PC,tech_it_abbreviation,100,True,False
55,hang,english,100,False,False
55,problem,english,100,False,False
55,chwaya,tunisian_latin,100,False,False
55,chwaya,tunisian_latin,100,False,False
55,el,english,100,False,False
55,pc,tech_it_abbreviation,100,True,False
55,yhang,unknown,20,False,False
55,ma3andich,tunisian_latin,140,False,False
55,3lach,tunisian_latin,100,False,False
55,aide,french,90,False,False
55,moi,french,90,False,False
55,stp,tech_it_abbreviation,100,True,False
143,الجهاز,arabic_script,100,False,False
143,يسخن,arabic_script,100,False,False
143,الحاسوب,arabic_script,100,False,False
143,يسخن,arabic_script,100,False,False
143,برشة,arabic_script,100,False,False
143,ويطفى,arabic_script,100,False,False
143,وحدو,arabic_script,100,False,False
145,مشكل,arabic_script,100,False,False
145,الكاميرا,arabic_script,100,False,False
145,فما,arabic_script,100,False,False
145,مشكل,arabic_script,100,False,False
145,في,arabic_script,100,False,False
145,الكاميرا,arabic_script,100,False,False
145,ما,arabic_script,100,False,False
145,تشتغلش,arabic_script,100,False,False
145,في,arabic_script,100,False,False
145,Teams,unknown,24,False,False
189,React,english,100,False,False
189,18,tech_ports,100,True,False
189,2,tunisian_latin,100,False,False
189,Node,english,100,False,False
189,js,tech_it_abbreviation,100,True,False
189,deployment,english,100,False,False
189,مشكلة,arabic_script,100,False,False
189,hey,french,90,False,False
189,everyone,english,100,False,False
189,deploying,english,90,False,False
189,React,english,100,False,False
189,18,tech_ports,100,True,False
189,2,tunisian_latin,100,False,False
189,0,unknown,0,False,False
189,application,french,90,False,False
189,على,arabic_script,100,False,False
189,Node,english,100,False,False
189,js,tech_it_abbreviation,100,True,False
189,v19,tunisian_latin,130,False,False
189,8,tunisian_latin,100,False,False
189,1,tunisian_latin,60,False,True
189,server,tunisian_latin,90,False,False
189,بس,arabic_script,100,False,False
189,في,arabic_script,100,False,False
189,خطأ,arabic_script,100,False,False
189,strange,english,100,False,False
189,كل,arabic_script,100,False,False
189,marra,unknown,24,False,False
189,build,english,100,False,False
189,ينتهي,arabic_script,100,False,False
189,successfully,english,100,False,False
189,ama,tunisian_latin,90,False,False
189,when,english,100,False,False
189,users,french,90,False,False
189,access,english,100,False,False
189,site,french,90,False,False
189,shows,english,100,False,False
189,Cannot,english,100,False,False
189,GET,english,100,False,False
189,error,tunisian_latin,90,False,False
189,nginx,unknown,20,False,False
189,logs,english,100,False,False
189,تقول,arabic_script,100,False,False
189,502,tech_ports,100,True,False
189,Bad,english,100,False,False
189,Gateway,english,100,False,False
189,w,tunisian_latin,90,False,False
189,backend,unknown,15,False,False
189,service,english,100,False,False
189,runs,english,100,False,False
189,على,arabic_script,100,False,False
189,port,french,90,False,False
189,3000,tech_ports,100,True,False
189,tried,english,100,False,False
189,pm2,tunisian_latin,130,False,False
189,restart,french,90,False,False
189,ama,tunisian_latin,90,False,False
189,nefs,unknown,22,False,False
189,l,french,90,False,False
189,mochkla,tunisian_latin,100,False,False
58,Demande,french,100,False,False
58,d'installation,english,90,False,False
58,logiciel,french,90,False,False
58,Bonjour,french,100,False,False
58,Monsieur,english,100,False,False
58,j'aurais,french,100,False,False
58,besoin,french,60,False,True
58,que,french,100,False,False
58,vous,french,100,False,False
58,installiez,french,60,False,True
58,le,french,90,False,False
58,logiciel,french,90,False,False
58,de,french,90,False,False
58,comptabilité,french,130,False,False
58,sur,french,90,False,False
58,mon,french,90,False,False
58,ordinateur,french,90,False,False
58,Ma,french,90,False,False
58,collègue,french,93,False,False
58,m'a,french,60,False,True
58,dit,french,90,False,False
58,qu'il,french,100,False,False
58,fallait,french,60,False,True
58,faire,french,100,False,False
58,une,french,90,False,False
58,demande,french,100,False,False
58,ici,french,100,False,False
58,Je,french,100,False,False
58,ne,french,90,False,False
58,suis,french,100,False,False
58,pas,french,90,False,False
58,très,french,100,False,False
58,douée,french,84,False,False
58,avec,french,100,False,False
58,l'informatique,french,86,False,False
58,donc,french,100,False,False
58,si,french,90,False,False
58,vous,french,100,False,False
58,pouviez,french,60,False,True
58,passer,french,90,False,False
58,quand,french,90,False,False
58,vous,french,100,False,False
58,avez,french,100,False,False
58,un,french,90,False,False
58,moment,tunisian_latin,90,False,False
58,ce,french,90,False,False
58,serait,french,100,False,False
58,parfait,english,100,False,False
58,Bonne,french,90,False,False
58,journée,french,100,False,False
110,probleme,tunisian_latin,100,False,False
110,de,french,90,False,False
110,login,french,90,False,False
110,intranet,english,100,False,False
110,salam,tunisian_latin,100,False,False
110,kan,english,100,False,False
110,7attit,tunisian_latin,130,False,False
110,login,french,90,False,False
110,mot,french,90,False,False
110,de,french,90,False,False
110,passe,french,90,False,False
110,mte3i,tunisian_latin,130,False,False
110,f,english,100,False,False
110,l,french,90,False,False
110,intranet,english,100,False,False
110,w,tunisian_latin,90,False,False
110,ki,tunisian_latin,100,False,False
110,nej3ed,tunisian_latin,130,False,False
110,nokhrej,unknown,17,False,False
110,erreur,french,90,False,False
110,authentification,english,125,False,False
110,failed,english,100,False,False
110,alors,french,90,False,False
110,que,french,100,False,False
110,c'est,french,100,False,False
110,correct,french,90,False,False
110,ken,tunisian_latin,90,False,False
110,fama,english,100,False,False
110,problème,french,90,False,False
110,cote,english,100,False,False
110,serveur,french,90,False,False
110,merci,french,100,False,False
14,Mouse,tunisian_latin,90,False,False
14,issue,english,100,False,False
14,My,english,100,False,False
14,mouse,tunisian_latin,90,False,False
14,is,english,100,False,False
14,acting,english,100,False,False
14,weird,english,100,False,False
14,it,english,100,False,False
14,double,english,100,False,False
14,clicks,english,100,False,False
14,randomly,english,100,False,False
53,HP,unknown,0,False,False
53,LaserJet,unknown,26,False,False
53,issue,english,100,False,False
53,Hi,english,100,False,False
53,there,english,100,False,False
53,my,english,100,False,False
53,printer,english,100,False,False
53,isn't,english,100,False,False
53,working,english,100,False,False
53,properly,english,100,False,False
53,It,english,100,False,False
53,keeps,english,100,False,False
53,jamming,english,90,False,False
53,paper,english,100,False,False
53,every,english,100,False,False
53,time,english,100,False,False
53,I,english,100,False,False
53,try,english,100,False,False
53,to,english,100,False,False
53,print,english,100,False,False
53,Model,english,100,False,False
53,is,english,100,False,False
53,HP,unknown,0,False,False
53,LaserJet,unknown,26,False,False
53,400,tech_ports,100,True,False
1,Problème,french,90,False,False
1,PC,tech_it_abbreviation,100,True,False
1,ج'ai,arabic_script,100,False,False
1,besoin,unknown,25,False,False
1,de,french,90,False,False
1,version,french,90,False,False
1,E23,tech_error_codes,100,True,False
1,in,english,100,False,False
1,my,english,100,False,False
1,mon,french,90,False,False
1,pc,tech_it_abbreviation,100,True,False
1,ساعد,arabic_script,100,False,False
158,Boot,english,100,False,False
158,device,english,100,False,False
158,error,tunisian_latin,90,False,False
158,Laptop,english,100,False,False
158,shows,english,100,False,False
158,No,tunisian_latin,90,False,False
158,bootable,english,50,False,False
158,device,english,100,False,False
158,found,english,100,False,False
158,need,english,100,False,False
158,urgent,french,90,False,False
158,fix,english,100,False,False
108,لازم,arabic_script,100,False,False
108,نبد,arabic_script,100,False,False
108,ل,arabic_script,100,False,False
108,الDNS,arabic_script,100,False,False
108,سلام,arabic_script,100,False,False
108,لازم,arabic_script,100,False,False
108,نبد,arabic_script,100,False,False
108,ل,arabic_script,100,False,False
108,الDNS,arabic_script,100,False,False
108,في,arabic_script,100,False,False
108,الrouteur,arabic_script,100,False,False
108,خاطر,arabic_script,100,False,False
108,الinternet,arabic_script,100,False,False
108,توحل,arabic_script,100,False,False
31,مشكل,arabic_script,100,False,False
31,الكاميرا,arabic_script,100,False,False
31,فما,arabic_script,100,False,False
31,مشكل,arabic_script,100,False,False
31,في,arabic_script,100,False,False
31,الكاميرا,arabic_script,100,False,False
31,ما,arabic_script,100,False,False
31,تشتغلش,arabic_script,100,False,False
31,في,arabic_script,100,False,False
31,Teams,unknown,24,False,False
150,Printer,english,100,False,False
150,jammed,english,70,False,False
150,Printer,english,100,False,False
150,ta3na,tunisian_latin,100,False,False
150,fi,english,100,False,False
150,bureau,french,90,False,False
150,3,tunisian_latin,80,False,False
150,jammed,english,70,False,False
150,please,english,100,False,False
150,check,english,100,False,False
13,Access,english,100,False,False
13,Denied,english,70,False,False
13,I,english,100,False,False
13,can't,english,100,False,False
13,access,english,100,False,False
13,the,english,100,False,False
13,shared,english,100,False,False
13,drive,english,100,False,False
13,It,english,100,False,False
13,says,english,60,False,True
13,Access,english,100,False,False
13,Denied,english,70,False,False
29,الجهاز,arabic_script,100,False,False
29,يسخن,arabic_script,100,False,False
29,الحاسوب,arabic_script,100,False,False
29,يسخن,arabic_script,100,False,False
29,برشة,arabic_script,100,False,False
29,ويطفى,arabic_script,100,False,False
29,وحدو,arabic_script,100,False,False
30,مشاركة,arabic_script,100,False,False
30,الفايلات,arabic_script,100,False,False
30,نحب,arabic_script,100,False,False
30,نعمل,arabic_script,100,False,False
30,partage,french,100,False,False
30,للفايلات,arabic_script,100,False,False
30,بين,arabic_script,100,False,False
30,زوز,arabic_script,100,False,False
30,حواسيب,arabic_script,100,False,False
36,Printer,english,100,False,False
36,jammed,english,70,False,False
36,Printer,english,100,False,False
36,ta3na,tunisian_latin,100,False,False
36,fi,english,100,False,False
36,bureau,french,90,False,False
36,3,tunisian_latin,80,False,False
36,jammed,english,70,False,False
36,please,english,100,False,False
36,check,english,100,False,False
159,مشكل,arabic_script,100,False,False
159,Outlook,french,90,False,False
159,SMTP,tech_it_abbreviation,100,True,False
159,Outlook,french,90,False,False
159,ma,french,90,False,False
159,yeb3athch,tunisian_latin,140,False,False
159,erreur,french,90,False,False
159,SMTP,tech_it_abbreviation,100,True,False
159,550,tech_ports,100,True,False
183,MySQL,english,100,False,False
183,8,tunisian_latin,100,False,False
183,0,tunisian_latin,60,False,True
183,slow,tunisian_latin,90,False,False
183,queries,french,60,False,True
183,bonsoir,french,100,False,False
183,team,english,100,False,False
183,MySQL,english,100,False,False
183,8,tunisian_latin,100,False,False
183,0,unknown,0,False,False
183,28,tech_ports,100,True,False
183,3ammel,tunisian_latin,130,False,False
183,slow,tunisian_latin,90,False,False
183,queries,french,40,False,False
183,barch,unknown,15,False,False
